-0.00193,-0.00769,0.01232,0.00352,0.01142,0.00720,0.01748,0.00720,0.00654
-0.00025,0.01534,0.04594,0.04911,0.04862,0.05143,0.03165,-0.00115,-0.00373
0.01366,0.03113,0.08503,0.12526,0.11895,0.11301,0.06622,0.02453,0.00350
0.01684,0.05669,0.11833,0.17769,0.21449,0.16604,0.11343,0.02987,0.01855
0.01722,0.08881,0.16880,0.23475,0.24475,0.21836,0.13376,0.06139,-0.00461
0.01802,0.08685,0.16574,0.22930,0.24936,0.19874,0.13334,0.04678,0.00696
0.02021,0.07316,0.11375,0.15131,0.17091,0.15019,0.07935,0.02751,0.00674
-0.00073,0.02155,0.04542,0.07764,0.07969,0.05697,0.05063,0.01780,0.00754
0.00678,0.00876,0.00780,0.01290,0.02155,0.01774,0.01182,-0.00617,0.00940
-120000000.00000,-90000000.00000,-60000000.00000,-30000000.00000,0.00000,30000000.00000,60000000.00000,90000000.00000,120000000.00000
-120000000.00000,-90000000.00000,-60000000.00000,-30000000.00000,0.00000,30000000.00000,60000000.00000,90000000.00000,120000000.00000
-120000000.00000,-90000000.00000,-60000000.00000,-30000000.00000,0.00000,30000000.00000,60000000.00000,90000000.00000,120000000.00000
-120000000.00000,-90000000.00000,-60000000.00000,-30000000.00000,0.00000,30000000.00000,60000000.00000,90000000.00000,120000000.00000
-120000000.00000,-90000000.00000,-60000000.00000,-30000000.00000,0.00000,30000000.00000,60000000.00000,90000000.00000,120000000.00000
-120000000.00000,-90000000.00000,-60000000.00000,-30000000.00000,0.00000,30000000.00000,60000000.00000,90000000.00000,120000000.00000
-120000000.00000,-90000000.00000,-60000000.00000,-30000000.00000,0.00000,30000000.00000,60000000.00000,90000000.00000,120000000.00000
-120000000.00000,-90000000.00000,-60000000.00000,-30000000.00000,0.00000,30000000.00000,60000000.00000,90000000.00000,120000000.00000
-120000000.00000,-90000000.00000,-60000000.00000,-30000000.00000,0.00000,30000000.00000,60000000.00000,90000000.00000,120000000.00000
-120000000.00000,-120000000.00000,-120000000.00000,-120000000.00000,-120000000.00000,-120000000.00000,-120000000.00000,-120000000.00000,-120000000.00000
-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000
-60000000.00000,-60000000.00000,-60000000.00000,-60000000.00000,-60000000.00000,-60000000.00000,-60000000.00000,-60000000.00000,-60000000.00000
-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000
60000000.00000,60000000.00000,60000000.00000,60000000.00000,60000000.00000,60000000.00000,60000000.00000,60000000.00000,60000000.00000
90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000
120000000.00000,120000000.00000,120000000.00000,120000000.00000,120000000.00000,120000000.00000,120000000.00000,120000000.00000,120000000.00000
